tx_hash,timestamp,asset,side,price,usdc_amount,token_amount,slug,seconds_into_window,seconds_to_resolution,window_fraction,binance_price,momentum_1min,momentum_5min,momentum_10min,momentum_15min,momentum_from_window_start,volatility_5min,volatility_10min,volatility_15min,atr_10min,rsi_14min,btc_momentum_5min,trades_same_second,time_since_last_trade,recent_trade_intensity,price_above_half
0x341f9360f77eb435b9833d376e3eb8b0f63464752b66d978b7fefa7b95687399,1764922009,ETH,BUY,0.08,0.408695,5.108687,eth-updown-15m-1764921600,409.0,491.0,0.45444444444444443,3166.51,,-0.0014033604965057326,-0.0018943931007526394,-0.0020296569438533855,-0.0015639435340708194,0.0008806553303027465,0.0006282151477920394,0.0005256123549766011,2.681111111111073,29.74842767295908,-0.0010203285002362832,9,0.0,192.0,0
0xeb21a7b430a87393edcfafff2dca73bc91422acdb6cd01bbe7990c93881b1c06,1764922009,ETH,BUY,0.08,0.408695,5.108687,eth-updown-15m-1764921600,409.0,491.0,0.45444444444444443,3166.51,,-0.0014033604965057326,-0.0018943931007526394,-0.0020296569438533855,-0.0015639435340708194,0.0008806553303027465,0.0006282151477920394,0.0005256123549766011,2.681111111111073,29.74842767295908,-0.0010203285002362832,9,0.0,197.0,0
0xbcffa46581fe389465856e27b535b09edddfbb4a2e8bb16b4f0c29fd5bf07b2f,1764922009,ETH,BUY,0.08,0.408695,5.108687,eth-updown-15m-1764921600,409.0,491.0,0.45444444444444443,3166.51,,-0.0014033604965057326,-0.0018943931007526394,-0.0020296569438533855,-0.0015639435340708194,0.0008806553303027465,0.0006282151477920394,0.0005256123549766011,2.681111111111073,29.74842767295908,-0.0010203285002362832,9,0.0,202.0,0
0x776356ccc2ca54389a34d3a4e77944f87255e950c3e990243091b7034be159aa,1764922013,BTC,BUY,0.08,2.648,33.1,btc-updown-15m-1764921600,413.0,487.0,0.4588888888888889,92131.1,,-0.0010203285002362832,-0.0008260736924539491,-0.001128961243984431,-0.0009036546666285006,0.0005152545923074956,0.00041843452471552437,0.00034267441194619624,43.767777777779784,34.55548633977057,,3,48.0,201.0,0
0x329d8508b1e0d83cea3b575e6781963386ea1338821af6c306ae09a0a278dda2,1764922013,BTC,BUY,0.09,10.89,121.0,btc-updown-15m-1764921600,413.0,487.0,0.4588888888888889,92131.1,,-0.0010203285002362832,-0.0008260736924539491,-0.001128961243984431,-0.0009036546666285006,0.0005152545923074956,0.00041843452471552437,0.00034267441194619624,43.767777777779784,34.55548633977057,,3,0.0,200.0,0
0x3216d54c8dbb7eb459196493476ca893b0d33b5b2579878d9ac4eb41942f64cf,1764922013,BTC,BUY,0.08,1.6,20.0,btc-updown-15m-1764921600,413.0,487.0,0.4588888888888889,92131.1,,-0.0010203285002362832,-0.0008260736924539491,-0.001128961243984431,-0.0009036546666285006,0.0005152545923074956,0.00041843452471552437,0.00034267441194619624,43.767777777779784,34.55548633977057,,3,0.0,202.0,0
0xb1656fc538d7839b618688f86649929b551cb0df1f1ff53df09b8f932e366696,1764922015,BTC,BUY,0.08,5.12,64.0,btc-updown-15m-1764921600,415.0,485.0,0.46111111111111114,92131.1,,-0.0010203285002362832,-0.0008260736924539491,-0.001128961243984431,-0.0009036546666285006,0.0005152545923074956,0.00041843452471552437,0.00034267441194619624,43.767777777779784,34.55548633977057,,1,2.0,202.0,0
0x2759b6c23a077978cda3ae8cb4c6386591bfd4268617a07c6a222f14ca743a2c,1764922019,ETH,BUY,0.09,10.89,121.0,eth-updown-15m-1764921600,419.0,481.0,0.46555555555555556,3166.51,,-0.0014033604965057326,-0.0018943931007526394,-0.0020296569438533855,-0.0015639435340708194,0.0008806553303027465,0.0006282151477920394,0.0005256123549766011,2.681111111111073,29.74842767295908,-0.0010203285002362832,1,10.0,201.0,0
0x7e239cd187524cdf3f6c3ddba4f64501a7c93598c7b5a193014962836c2acc2a,1764922021,ETH,BUY,0.07,8.47,121.0,eth-updown-15m-1764921600,421.0,479.0,0.4677777777777778,3162.26,,-0.0022905676569322055,-0.003482168461322634,-0.0033816683947946774,-0.0029040161187082274,0.0010168190446576194,0.0007022708836251992,0.0006119835630965993,3.062222222222216,23.321730482350162,-0.0012854242865569785,1,2.0,200.0,0
0x1eb05898b3d97a5b2f23e7fc9cf68970cc57a13ec73c40a5f4487603f6d6f57d,1764922025,ETH,BUY,0.05,2.5,50.0,eth-updown-15m-1764921600,425.0,475.0,0.4722222222222222,3162.26,,-0.0022905676569322055,-0.003482168461322634,-0.0033816683947946774,-0.0029040161187082274,0.0010168190446576194,0.0007022708836251992,0.0006119835630965993,3.062222222222216,23.321730482350162,-0.0012854242865569785,1,4.0,199.0,0
0x3e307d019303b8c717272ec06dc6a2c4cde749d6922248b18cc58f83e9a47fdc,1764922095,ETH,BUY,0.03,0.8244,27.48,eth-updown-15m-1764921600,495.0,405.0,0.55,3164.16,,-0.00017379159543850207,-0.0030813436926974674,-0.0030656386957330023,-0.0023049248455763245,0.000906353005234538,0.0007550411988741499,0.0006382390895710602,3.3133333333333517,26.954050213170206,-6.41651800647959e-05,3,70.0,200.0,0
0x2a240df937d9a035d4dcf7e8f1f742cbad8160d9f2b9c17a5d5f6206a3e7efc3,1764922095,ETH,BUY,0.03,2.805463,93.515433,eth-updown-15m-1764921600,495.0,405.0,0.55,3164.16,,-0.00017379159543850207,-0.0030813436926974674,-0.0030656386957330023,-0.0023049248455763245,0.000906353005234538,0.0007550411988741499,0.0006382390895710602,3.3133333333333517,26.954050213170206,-6.41651800647959e-05,3,0.0,202.0,0
0xf69748e085151f0a59dfd58e5ceeaeb54b5a463b2fbcfc12a69fa94e9452b7e1,1764922095,ETH,BUY,0.02,1.068424,53.4212,eth-updown-15m-1764921600,495.0,405.0,0.55,3164.16,,-0.00017379159543850207,-0.0030813436926974674,-0.0030656386957330023,-0.0023049248455763245,0.000906353005234538,0.0007550411988741499,0.0006382390895710602,3.3133333333333517,26.954050213170206,-6.41651800647959e-05,3,0.0,201.0,0
0x820b08f711962214743a7148d2189e09366efa8c4e81d18003a9b64411598fd6,1764922649,ETH,BUY,0.68,51.0,75.0,eth-updown-15m-1764922500,149.0,751.0,0.16555555555555557,3160.5,,-0.0010335770299357988,-0.0011567050970873328,-0.002845856785885554,0.00045899874962403826,0.0006311429451513424,0.0004751522543589973,0.000687855579650008,2.484444444444509,30.357142857141753,-0.0011009660670599703,2,554.0,199.0,1
0xe62c519178c98398800dd0d14cc248573d6fbdd9592e88fb1f11b601690d8519,1764922649,ETH,BUY,0.68,20.4,30.0,eth-updown-15m-1764922500,149.0,751.0,0.16555555555555557,3160.5,,-0.0010335770299357988,-0.0011567050970873328,-0.002845856785885554,0.00045899874962403826,0.0006311429451513424,0.0004751522543589973,0.000687855579650008,2.484444444444509,30.357142857141753,-0.0011009660670599703,2,0.0,197.0,1
0xb451d003d0a8fd41cdd6883b287659482ff9ef9ed449b5316273f7f300f357fc,1764922651,ETH,BUY,0.68,6.8,10.0,eth-updown-15m-1764922500,151.0,749.0,0.16777777777777778,3160.5,,-0.0010335770299357988,-0.0011567050970873328,-0.002845856785885554,0.00045899874962403826,0.0006311429451513424,0.0004751522543589973,0.000687855579650008,2.484444444444509,30.357142857141753,-0.0011009660670599703,2,2.0,195.0,1
0x8e0d2648cd7d43b7a0ef89b6578fa4ba0c8e34eb494c90b8afe8005ff2a7f4e6,1764922651,ETH,BUY,0.68,4.08,6.0,eth-updown-15m-1764922500,151.0,749.0,0.16777777777777778,3160.5,,-0.0010335770299357988,-0.0011567050970873328,-0.002845856785885554,0.00045899874962403826,0.0006311429451513424,0.0004751522543589973,0.000687855579650008,2.484444444444509,30.357142857141753,-0.0011009660670599703,2,0.0,196.0,1
